sentence,sentiment,date
If you are reading this please don't go there.,negative,2025-03-26 14:33:42.034613
"I loved the grilled pizza,  reminded me of legit Italian pizza.",positive,2025-05-26 14:33:42.034613
Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!,positive,2025-03-16 14:33:42.034613
They have a really nice atmosphere.,positive,2025-04-12 14:33:42.034613
Tonight I had the Elk Filet special...and it sucked.,negative,2024-12-15 14:33:42.034613
"After one bite,  I was hooked.",positive,2025-01-31 14:33:42.034613
We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.,negative,2025-02-13 14:33:42.034613
"Cute,  quaint,  simple,  honest.",positive,2024-12-20 14:33:42.034613
The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.,positive,2025-04-28 14:33:42.034613
"The food was great as always,  compliments to the chef.",positive,2025-03-16 14:33:42.034613
Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.,positive,2025-02-14 14:33:42.034613
Awesome selection of beer.,positive,2025-03-15 14:33:42.034613
Great food and awesome service!,positive,2025-04-13 14:33:42.034613
"One nice thing was that they added gratuity on the bill since our party was larger than 6 or 8,  and they didn't expect more tip than that.",positive,2025-01-24 14:33:42.034613
A FLY was in my apple juice.. A FLY!!!!!!!!,negative,2025-04-22 14:33:42.034613
The Han Nan Chicken was also very tasty.,positive,2024-12-07 14:33:42.034613
"As for the service,  I thought it was good.",positive,2024-12-04 14:33:42.034613
"The food was barely lukewarm,  so it must have been sitting waiting for the server to bring it out to us.",negative,2025-01-07 14:33:42.034613
Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.,negative,2025-01-13 14:33:42.034613
Nicest Chinese restaurant I've been in a while.,positive,2025-01-01 14:33:42.034613
"Overall,  I like there food and the service.",positive,2024-12-15 14:33:42.034613
They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.,positive,2025-04-19 14:33:42.034613
"Probably never coming back,  and wouldn't recommend it.",negative,2025-02-15 14:33:42.034613
"Friend's pasta -- also bad,  he barely touched it.",negative,2025-02-07 14:33:42.034613
"Try them in the airport to experience some tasty food and speedy,  friendly service.",positive,2025-04-01 14:33:42.034613
I love the decor with the Chinese calligraphy wall paper.,positive,2025-02-26 14:33:42.034613
Never had anything to complain about here.,positive,2024-12-15 14:33:42.034613
The restaurant is very clean and has a family restaurant feel to it.,positive,2025-01-07 14:33:42.034613
It was way over fried.,negative,2025-03-24 14:33:42.034613
I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.,negative,2025-03-30 14:33:42.034613
"When I opened the sandwich,  I was impressed,  but not in a good way.",negative,2025-02-18 14:33:42.034613
Will not be back!,negative,2025-04-19 14:33:42.034613
There was a warm feeling with the service and I felt like their guest for a special treat.,positive,2025-05-17 14:33:42.034613
An extensive menu provides lots of options for breakfast.,positive,2025-05-05 14:33:42.034613
"I always order from the vegetarian menu during dinner,  which has a wide array of options to choose from.",positive,2025-05-17 14:33:42.034613
"I have watched their prices inflate,  portions get smaller and management attitudes grow rapidly!",negative,2024-11-30 14:33:42.034613
Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.,positive,2025-04-16 14:33:42.034613
"I got to enjoy the seafood salad,  with a fabulous vinegrette.",positive,2025-05-20 14:33:42.034613
"The wontons were thin,  not thick and chewy,  almost melt in your mouth.",positive,2025-04-22 14:33:42.034613
"Level 5 spicy was perfect,  where spice didn't over-whelm the soup.",positive,2024-11-29 14:33:42.034613
We were sat right on time and our server from the get go was FANTASTIC!,positive,2025-04-11 14:33:42.034613
"Main thing I didn't enjoy is that the crowd is of older crowd,  around mid 30s and up.",negative,2025-02-08 14:33:42.034613
"When I'm on this side of town,  this will definitely be a spot I'll hit up again!",positive,2024-12-25 14:33:42.034613
I had to wait over 30 minutes to get my drink and longer to get 2 arepas.,negative,2025-01-15 14:33:42.034613
This is a GREAT place to eat!,positive,2025-05-05 14:33:42.034613
The jalapeno bacon is soooo good.,positive,2025-01-04 14:33:42.034613
The service was poor and thats being nice.,negative,2025-04-16 14:33:42.034613
"Food was good,  service was good,  Prices were good.",positive,2025-05-25 14:33:42.034613
The place was not clean and the food oh so stale!,negative,2025-01-01 14:33:42.034613
"The chicken dishes are OK,  the beef is like shoe leather.",negative,2025-04-16 14:33:42.034613
But the service was beyond bad.,negative,2025-02-22 14:33:42.034613
"I'm so happy to be here!!!""",positive,2025-04-12 14:33:42.034613
Tasted like dirt.,negative,2025-03-23 14:33:42.034613
One of the few places in Phoenix that I would definately go back to again .,positive,2024-11-28 14:33:42.034613
The block was amazing.,positive,2024-12-09 14:33:42.034613
"It's close to my house,  it's low-key,  non-fancy,  affordable prices,  good food.",positive,2024-12-05 14:33:42.034613
* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!,positive,2025-03-14 14:33:42.034613
My sashimi was poor quality being soggy and tasteless.,negative,2024-12-12 14:33:42.034613
Great time - family dinner on a Sunday night.,positive,2025-04-21 14:33:42.034613
"the food is not tasty at all,  not to say its ""real traditional Hunan style"".",negative,2025-04-30 14:33:42.034613
"What did bother me,  was the slow service.",negative,2024-12-31 14:33:42.034613
The flair bartenders are absolutely amazing!,positive,2024-12-23 14:33:42.034613
Their frozen margaritas are WAY too sugary for my taste.,negative,2024-12-29 14:33:42.034613
These were so good we ordered them twice.,positive,2025-05-08 14:33:42.034613
So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer.,negative,2025-02-24 14:33:42.034613
My girlfriend's veal was very bad.,negative,2025-02-23 14:33:42.034613
"Unfortunately,  it was not good.",negative,2025-02-19 14:33:42.034613
I had a pretty satifying experience.,positive,2024-12-22 14:33:42.034613
Join the club and get awesome offers via email.,positive,2025-01-28 14:33:42.034613
"Perfect for someone (me) who only likes beer ice cold,  or in this case,  even colder.",positive,2025-02-11 14:33:42.034613
Bland and flavorless is a good way of describing the barely tepid meat.,negative,2024-11-29 14:33:42.034613
"The chains,  which I'm no fan of,  beat this place easily.",negative,2025-05-21 14:33:42.034613
The nachos are a MUST HAVE!,positive,2024-12-16 14:33:42.034613
We will not be coming back.,negative,2025-01-17 14:33:42.034613
"I don't have very many words to say about this place,  but it does everything pretty well.",positive,2024-12-20 14:33:42.034613
"The staff is super nice and very quick even with the crazy crowds of the downtown juries,  lawyers,  and court staff.",positive,2025-03-21 14:33:42.034613
"Great atmosphere,  friendly and fast service.",positive,2025-03-31 14:33:42.034613
When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.,positive,2025-05-02 14:33:42.034613
Once your food arrives it's meh.,negative,2025-05-22 14:33:42.034613
Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.,negative,2025-01-16 14:33:42.034613
The classic Maine Lobster Roll was fantastic.,positive,2025-05-12 14:33:42.034613
"My brother in law who works at the mall ate here same day,  and guess what he was sick all night too.",negative,2025-01-05 14:33:42.034613
So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.,positive,2025-04-24 14:33:42.034613
"The chips and salsa were really good,  the salsa was very fresh.",positive,2025-03-27 14:33:42.034613
This place is great!!!!!!!!!!!!!!,positive,2025-05-16 14:33:42.034613
Mediocre food.,negative,2025-05-07 14:33:42.034613
Once you get inside you'll be impressed with the place.,positive,2025-05-25 14:33:42.034613
I'm super pissd.,negative,2025-05-08 14:33:42.034613
And service was super friendly.,positive,2025-01-29 14:33:42.034613
Why are these sad little vegetables so overcooked?,negative,2024-12-07 14:33:42.034613
This place was such a nice surprise!,positive,2025-04-11 14:33:42.034613
They were golden-crispy and delicious.,positive,2025-01-26 14:33:42.034613
"I had high hopes for this place since the burgers are cooked over a charcoal grill,  but unfortunately the taste fell flat,  way flat.",negative,2025-05-16 14:33:42.034613
I could eat their bruschetta all day it is devine.,positive,2024-12-16 14:33:42.034613
Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.,negative,2025-03-01 14:33:42.034613
"Lastly,  the mozzarella sticks,  they were the best thing we ordered.",positive,2025-03-07 14:33:42.034613
"The first time I ever came here I had an amazing experience,  I still tell people how awesome the duck was.",positive,2025-01-04 14:33:42.034613
The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!,negative,2025-05-13 14:33:42.034613
The service was terrible though.,negative,2024-12-20 14:33:42.034613
"This place is overpriced,  not consistent with their boba,  and it really is OVERPRICED!",negative,2025-03-22 14:33:42.034613
It was packed!!,negative,2024-12-26 14:33:42.034613
I love this place.,positive,2024-12-12 14:33:42.034613
I can say that the desserts were yummy.,positive,2025-01-12 14:33:42.034613
The food was terrible.,negative,2024-12-03 14:33:42.034613
The seasonal fruit was fresh white peach puree.,positive,2024-12-18 14:33:42.034613
It kept getting worse and worse so now I'm officially done.,negative,2025-02-27 14:33:42.034613
This place should honestly be blown up.,negative,2025-02-17 14:33:42.034613
But I definitely would not eat here again.,negative,2025-01-12 14:33:42.034613
Do not waste your money here!,negative,2025-04-16 14:33:42.034613
I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.,positive,2025-01-13 14:33:42.034613
The crêpe was delicate and thin and moist.,positive,2025-02-18 14:33:42.034613
Awful service.,negative,2025-03-19 14:33:42.034613
Won't ever go here again.,negative,2024-12-04 14:33:42.034613
Food quality has been horrible.,negative,2024-12-28 14:33:42.034613
For that price I can think of a few place I would have much rather gone.,negative,2025-04-01 14:33:42.034613
The service here is fair at best.,negative,2025-02-10 14:33:42.034613
"I do love sushi,  but I found Kabuki to be over-priced,  over-hip and under-services.",negative,2025-05-04 14:33:42.034613
Do yourself a favor and stay away from this dish.,negative,2024-12-25 14:33:42.034613
Very poor service.,negative,2025-05-27 14:33:42.034613
No one at the table thought the food was above average or worth the wait that we had for it.,negative,2025-04-01 14:33:42.034613
"Best service and food ever,  Maria our server was so good and friendly she made our day.",positive,2025-01-27 14:33:42.034613
They were excellent.,positive,2025-02-15 14:33:42.034613
I paid the bill but did not tip because I felt the server did a terrible job.,negative,2025-02-09 14:33:42.034613
Just had lunch here and had a great experience.,positive,2025-04-05 14:33:42.034613
I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.,negative,2024-12-26 14:33:42.034613
